idImpianto;Gestore;Bandiera;Tipo Impianto;Nome Impianto;Indirizzo;Comune;Provincia;Latitudine;Longitudine
37083;SICILPETROLI S.R.L.;Pompe Bianche;Strada Statale;Sicilpetroli SRL LICATA;Statale 115 dir Sud Occidentale Sicula, Km. 231+927, dir. Siracusa 92027;LICATA;AG;37.12048664134014;13.946745246648788
8898;RADOSTA CARBURANTI DI FILIPPO RADOSTA E C.-S.A.S.;Q8;Altro;STAZIONE DI SERVIZIO - RADOSTA CARBURANTI;VIA PALERMO S.S.386  92010;LUCCA SICULA;AG;37.59076912509383;13.291043043136597
42514;ALFONSO DI BENEDETTO CARBURANTI LUBRIFICANTI SRL;Pompe Bianche;Altro;A. Di Benedetto srl Via del Serpente Menfi Ag;VIA DEL SERPENTE SNC 92013;MENFI;AG;37.60656371320964;12.958240324792541
42301;BONFANTE ANTONINO;Agip Eni;Altro;bonfante antonino carburanti;VIA GARIBALDI S.N. 92013;MENFI;AG;37.60302660330395;12.960086613893509
27408;BONFANTE ANTONINO;Agip Eni;Altro;ENI;C/da Mandrozzi Ex SS 115 sn 92013;MENFI;AG;37.59580305899636;12.972823083400726
25814;PETROL AGRICOLTURA  S.R.L.;Esso;Strada Statale;ESSO;Statale 188 Centro Occidentale Sicula, Km. 72+661, dir. CASTELVETRANO 92010;MONTEVAGO;AG;37.705916359938364;12.980978339910507
14967;SCIROTTA  S.A.S. DI ACCIDENTI GIUSEPPE;Q8;Altro;scirotta s.a.s;PIAZZA VESPUCCI null,   92010;MONTEVAGO;AG;37.70348584273863;12.991232425015368
15744;CAMMARATA RENATO;Pompe Bianche;Strada Statale;cammarata renato;Statale 123 di Licata, Km. 8+934, dir. licata 92028;NARO;AG;37.305158975136194;13.915430456399918
28246;PACINELLA CALOGERO;Q8;Altro;Q8;PIAZZA CRISPI snc 92028;NARO;AG;37.29483179725696;13.792228549718857
12021;SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.;Giap;Altro;V.UMBERTO I NARO;VIALE UMBERTO I  92028;NARO;AG;37.29438302041931;13.795680592035524
14343;CATANIA NICOLA;Agip Eni;Altro;eni;Viale Pirandello 2 ;PALMA DI MONTECHIARO;AG;37.189200084525496;13.771200694422987
27393;INCARDONA S.R.L.;Pompe Bianche;Strada Statale;INCARDONA;Statale 115 dir Sud Occidentale Sicula, Km. 115, dir. SUD 92020;PALMA DI MONTECHIARO;AG;37.18339976584025;13.768924176692963
17121;SINAGRA PAOLO;Esso;Altro;DISTRIBUTORE ESSO DI SINAGRA PAOLO;VIA UMBERTO1 1 92014;PORTO EMPEDOCLE;AG;37.28913270117055;13.530381917953491
33237;NUARA PASQUALE;Agip Eni;Strada Statale;Nuara Pasquale ;Statale 115 dir Sud Occidentale Sicula, Km. 179+640, dir. Trapani 92014;PORTO EMPEDOCLE;AG;37.29374099791888;13.508563233854716
41700;STAZIONE DI SERVIZIO ESSO DI GIUFFRIDA IGNAZIO E C. S.N.C.;Esso;Strada Statale;Stazione di Servizio Esso di Giuffrida Ignazio & C. Snc;115 Sud Occidentale Sicula, Km. 183+100, Trapani 92014;PORTO EMPEDOCLE;AG;37.29407686469736;13.527469038963318
16610;MORREALE VINCENZO;Q8;Altro;Q8;VIA E.MAIORANA SN 92020;RACALMUTO;AG;37.40828114966902;13.704168274998665
35504;RIZZO CONCETTA;Q8;Altro;Q8 PETROLEUM ITALIA;CONTRADA MALATI SN 92020;RACALMUTO;AG;37.403805581461036;13.738730549812317
18601;MATTINA GIUSEPPE;Tamoil;Altro;tamoil;VIA GARIBALDI  92020;RACALMUTO;AG;37.41100286863684;13.728470199070216
10302;ANGELO CUFFARO S.R.L.;Esso;Altro;Angelo Cuffaro s.r.l.;VIA F.16 60 92015;RAFFADALI;AG;37.39378646445569;13.532358705997467
10299;CUFFARO ANGELO;Esso;Altro;Cuffaro Angelo;VIA PORTA AGRIGENTO 134 92015;RAFFADALI;AG;37.39707361548874;13.534808903932571
9373;ALONGE LUIGI & C. S.A.S. DI ALONGE GERLANDO;Q8;Strada Statale;q8;Statale 118 Corleonese Agrigentina, Km. 134, dir. agrigento 92015;RAFFADALI;AG;37.390393895042074;13.532240688800812
13200;"F.LLI LA MARCA S.A.S. DI LA MARCA GIROLAMO E CALOGERO & C.";Agip Eni;Altro;ENI;CORSO GARIBALDI  92020;RAVANUSA;AG;37.26516393901318;13.970295662587773
32155;EUROIL S.R.L.S.;Pompe Bianche;Altro;EUROIL SRLS CARBURANTI - GPL;VIALE ALDO MORO SN 92029;RAVANUSA;AG;37.2638549339943;13.958510106237782
16232;LA MARCA SALVATORE & C. S.N.C.;Pompe Bianche;Altro;pit stop;VIA OLIMPICA 8 92029;RAVANUSA;AG;37.26478227822157;13.970917314291
33436;DAINA PALERMO GIOVANNI;Agip Eni;Altro;ENI 19826;VIA S.S.115 KM 170  92010;REALMONTE;AG;37.33127879006203;13.430987298488617
33762;SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.;Giap;Altro;VIA RINA REALMONTE;VIA RINA  92010;REALMONTE;AG;37.31230557940277;13.466674089431763
26796;F.LLI TURANO S.A.S. DI TURANO GIOACCHINO  & C.;Agip Eni;Altro;agip/eni;VIA CIRCONVALLAZIONE SN 92016;RIBERA;AG;37.49448824321571;13.263874691548153
21179;COCCHIARA ALESSANDRA & C. S.A.S.;Esso;Altro;Cocchiara Alessandra e C. s.a.s.;Viale Garibaldi 4 92016;RIBERA;AG;37.50187926154549;13.263141363229352
22548;"MARABELLA S.A.S DI MARABELLA ANGELO & C.";Q8;Altro;Q8 MARABELLA SAS;VIA  CIRCONVALLAZIONE;RIBERA;AG;37.49379391005386;13.264821767807007
21565;"MARABELLA S.A.S DI MARABELLA ANGELO & C.";Q8;Altro;Q8MARABELLA;CORSO UMBERTO , 92016;RIBERA;AG;37.50502973178759;13.273820579051971
26904;RIBERA 96  S.A.S. DI  MICELI  ANNA  &  C.;Agip Eni;Altro;Ribera 96 sas;VIA CAMPO SPORTIVO 230 92016;RIBERA;AG;37.49843620746494;13.26864939140171
20966;LO RASO STEFANIA;Esso;Altro;stazione esso di lo raso stefania;VIA CIRCONVALLAZIONE 3 92016;RIBERA;AG;37.498122373265836;13.258715718984604
9474;MAGGIO ANTONIO;Esso;Altro;Distributore Esso;Via E. Berlinguer 109 92017;SAMBUCA DI SICILIA;AG;37.64462709209819;13.107199397727413
9989;GANDOLFO MICHELE;Agip Eni;Altro;eni gandolfo;CORSO UMBERTO I  92017;SAMBUCA DI SICILIA;AG;37.644746140504374;13.107552713588575
24719;CAPODICASA SALVATORE;Pompe Bianche;Altro;CAPODICASA SALVATORE;PIAZZA MAROTTA  92020;SAN BIAGIO PLATANI;AG;37.51037738779058;13.52652703498768
12558;PANEPINTO SALVATORE;Esso;Altro;esso italiana;VIA UMBERTO I 179 92020;SAN GIOVANNI GEMINI;AG;37.62758340445863;13.639979660511017
27728;MARINO CALOGERA;Agip Eni;Altro;IMPIANTO ENI;VIA UMBERTO 37 92018;SANTA MARGHERITA DI BELICE;AG;37.690156816321014;13.022739663720131
35501;SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.;Giap;Altro; VIA ATTARDI SANTO STEFANO QUISQUINA;VIA L. ATTARDI  23 92020;SANTO STEFANO QUISQUINA;AG;37.626758322443166;13.488965258002281
9049;M.G. DI GIAMBARTINO FILIPPO E C.-S.N.C.;Api-Ip;Strada Statale;IP;Statale 118 Corleonese Agrigentina, Km. 77+600, dir. AGRIGENTO 92020;SANTO STEFANO QUISQUINA;AG;37.632506515250405;13.475302755832672
38277;VEVIN  SOCIETA' A   RESPONSABILITA' LIMITATA;Q8;Strada Statale;qp;Statale 118 Corleonese Agrigentina, Km. 74,385, dir. PA 92020;SANTO STEFANO QUISQUINA;AG;37.62606260375029;13.494070172309875
20045;SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.;Agip Eni;Altro;C.DA FOGGIA SCIACCA;C.DA FOGGIA  92019;SCIACCA;AG;37.50804259290687;13.052275609786989
41635;CURRERI CARBURANTI S.R.L.;Curreri Carburanti;Altro;CURRERI CARBURANTI;VIA LEONARDO SCIASCIA 1/E 92019;SCIACCA;AG;37.51030544905536;13.066942669110176
15841;DI. GA.  DI DI PAOLA MARIO & C. S.N.C.;Q8;Altro;Di.Ga. Erg  Sciacca;VIA  POMPEI 2 92019;SCIACCA;AG;37.523613079050236;13.073818981647491
18418;PETROLI SCIACCA DI MAGGIO ACCURSIO & C. S.A.S.;Agip Eni;Altro;ENI;via Figuli s/n 92019;SCIACCA;AG;37.50628533374089;13.090032935142517
42114;IDROCARBURI SCIACCA S.A.S. DI IGNAZIO SANTANGELO & C.;Agip Eni;Altro;Eni;VIA CAPPUCCINI SNC 92019;SCIACCA;AG;37.51571907201272;13.077489719049026
42190;IDROCARBURI SCIACCA S.A.S. DI IGNAZIO SANTANGELO & C.;Agip Eni;Altro;Eni;VIA DANTE S.N. 92019;SCIACCA;AG;37.50799022288548;13.07384071474985
8844;CUSUMANO CARBURANTI S.A.S. DI STEFANO CUSUMANO & C.;Agip Eni;Strada Statale;ENI AGIP;Statale 115 dir Sud Occidentale Sicula, Km. 105+282, dir. Menfi - Palermo 92019;SCIACCA;AG;37.55335739247375;13.04344967007637
13459;CUSUMANO CARBURANTI S.A.S. DI STEFANO CUSUMANO & C.;Agip Eni;Altro;ENI AGIP;VIA CAPPUCCINI  92019;SCIACCA;AG;37.51571268825997;13.077494420237713
13471;CUSUMANO CARBURANTI S.A.S. DI STEFANO CUSUMANO & C.;Agip Eni;Altro;ENI AGIP;VIA DANTE ALIGHIERI  92019;SCIACCA;AG;37.50797613578515;13.073874120237747
16376;TRIPODI FRANCESCO;Esso;Altro;Stazione di servizio Esso di F.sco Tripodi;VIA CAPPUCCINI 153 92019;SCIACCA;AG;37.517402904853064;13.076751441549277
20789;LO RASO ANTONINO;Esso;Altro;stazione di servizio esso di lo raso antonino;CONTRADA SCARETO  92019;SCIACCA;AG;37.50885690061684;13.077633082866669
12200;SCIACCA OIL DI LA PORTA MARIA;TaOil;Altro;TaOil ;VIA LIONI SN 92019;SCIACCA;AG;37.520085988102885;13.077281713485718
36419;F.LLI PIRRERA DI PIRRERA SALVATORE E PIRRERA ANGELO-S.N.C.;Pompe Bianche;Altro;GP GREEN POWER EX Q8;VIA ROMA 149 92010;SICULIANA;AG;37.33632244064204;13.425704017281532
29421;T.D.M. S.R.L.;Tamoil;Altro;3914;via De Gasperi  15011;ACQUI TERME;AL;44.67313733632;8.477373719215393
30244;"IP SERVICES S.R.L.";Api-Ip;Altro;ACQUI TERME - MATTEOTTI;PIAZZA MATTEOTTI 54 15011;ACQUI TERME;AL;44.673086077785584;8.46631489981462
6407;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;ACQUI TERME CORSO DIVISIONE ACQUI 110;CORSO DIVISIONE ACQUI 110 15011;ACQUI TERME;AL;44.67636581251457;8.45972986389313
39340;BERTORA CINZIA;Retitalia;Altro;Bertora Cinzia;Via Fatebenefratelli 15 15011;ACQUI TERME;AL;44.679201397329486;8.451370373368263
10022;COLLINO E C.- S.P.A.;Pompe Bianche;Altro;DISTRIBUTORE HELP;VIA CASSAROGNA 30 15011;ACQUI TERME;AL;44.668958664387105;8.458921033065735
39625;L'OASI  S.A.S. DI BARONE SALVATORE & C.;Agip Eni;Altro;ENI CAFE';VIALE LUIGI EINAUDI 5 15011;ACQUI TERME;AL;44.66493837878722;8.472867784975051
32191;FRATELLI OLIVIERI BRUNO E RICCARDO S.N.C.;Api-Ip;Altro;IP;VIA ACQUEDOTTO ROMANO 98 15011;ACQUI TERME;AL;44.66344990429665;8.468254694442749
39621;BARONE SALVATORE;Agip Eni;Altro;OASI;VIA CIRCONVALLAZIONE 15 15011;ACQUI TERME;AL;44.669015740619884;8.481220282803406
39620;BARONE SALVATORE;Pompe Bianche;Altro;OASI;VIA CIRCONVALLAZIONE 15 15011;ACQUI TERME;AL;44.669015740619884;8.481220282803406
38859;BERRY SERVICE DI PONZANO MAURIZIO;Oil Italia;Altro;Oil Italia;C.so Divisione Acqui 47 15011;ACQUI TERME;AL;44.676327179421605;8.463223055005074
25112;BECCARIA S.R.L. - SOCIETA' A RESPONSABILITA' LIMITATA;Q8;Altro;PV Acqui Terme;Stradale Savona - Loc. Madonnalta 86 15011;ACQUI TERME;AL;44.6757983508484;8.446408210528602
34628;SEVERINO MASSIMO;Agip Eni;Altro;SEVERINO MASSIMO;VIA NIZZA 152 15011;ACQUI TERME;AL;44.680216956392506;8.472892784274677
34629;SEVERINO MASSIMO;Agip Eni;Altro;SEVERINO MASSIMO;CORSO DIVISIONE ACQUI 26 15011;ACQUI TERME;AL;44.676568437103086;8.464701593254063
30525;T.D.M. S.R.L.;Tamoil;Altro;7630;via Casalbagliano 54 13100;ALESSANDRIA;AL;44.89691515920304;8.587306067347527
34364;T.D.M. S.R.L.;Tamoil;Altro;8001;VIA SPALTO BORGOGLIO  13100;ALESSANDRIA;AL;44.90697132352871;8.61145868897438
5512;GESTIONI EUROPA S.p.A.;Total Erg;Altro;ALESSANDRIA;Via Giordano Bruno 69 15121;ALESSANDRIA;AL;44.91993339554133;8.595036822090151
7292;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;ALESSANDRIA - CC PANORAMA;C/O CC PANORAMA SN 15121;ALESSANDRIA;AL;44.90220486835905;8.63087385892868
30831;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;ALESSANDRIA - FZ.SPINETTA MARENGO SS. 10;FZ.SPINETTA MARENGO SS. 10  15047;ALESSANDRIA;AL;44.8938111309523;8.672091364860535
38868;"IP SERVICES S.R.L.";Api-Ip;Altro;ALESSANDRIA - S.S.30;S.S. 30 KM. 3.295 SNC 15121;ALESSANDRIA;AL;44.88638436498143;8.615406397730112
20730;GESTIONI EUROPA - SOCIETA' PER AZIONI;Total Erg;Altro;ALESSANDRIA ACQUI;C.SO ACQUI  15121;ALESSANDRIA;AL;44.89126320360915;8.589333146810532
6405;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;ALESSANDRIA CASALCERMELLI   IMP.Q8;CASALCERMELLI  IMP.Q8 SNC 15100;ALESSANDRIA;AL;44.88842783915975;8.598518371582031
34564;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;ALESSANDRIA LUNGO TANARO SOLFERINO;LUNGO TANARO SOLFERINO  15121;ALESSANDRIA;AL;44.91975808599873;8.613127919643375
4636;NUOVA SIDAP  S.R.L.;Esso;Altro;Alessandria Oil;VIA GIORDANO BRUNO 67 15100;ALESSANDRIA;AL;44.91930014982347;8.596579134464264
11454;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;ALESSANDRIA-LOC ASTUTI SS 10 KM 90+300;LOC ASTUTI SS 10 KM 90+300 S/N 15122;ALESSANDRIA;AL;44.92146011668297;8.579308046627034
29187;ACI-SERVIZI ALESSANDRIA S.R.L.;Api-Ip;Altro;Api ;Corso F. Cavallotti 19 15121;ALESSANDRIA;AL;44.9124803234052;8.608011281496374
40733;NEW TRUCK S.R.L.;Pompe Bianche;Altro;Astuti;SS. 10 KM.88+273 LOC.ASTUTI  15122;ALESSANDRIA;AL;44.92150754281884;8.550652250669373
41250;E2OIL S.R.L.;Europam;Altro;CANTALUPO;STRADA ACQUI - SP 244 7 15122;ALESSANDRIA;AL;44.878108118486914;8.56984741042561
41907;NEW TRUCK S.R.L.;Esso;Altro;Chiozzetto;loc.Chiozzetto SS10 KM.96+313  15100;ALESSANDRIA;AL;44.90708003784248;8.641284853219986
38764;GARGANTINI GIANMARIO VITTORIO;Esso;Altro;distributore carburanti esso;VIALE TIVOLI 1 15121;ALESSANDRIA;AL;44.9032710353854;8.606327571762904
37821;ALEGAS SRL;Pompe Bianche;Altro;distributore metano autotrazione ;lungo tanaro magenta 7 15121;ALESSANDRIA;AL;44.92227301441103;8.615042661372627
31091;SPINNATO ALESSANDRO;Tamoil;Altro;distributore tamoil 2232 ;strada prov 248 km 1,867  castelceriolo  15122;ALESSANDRIA;AL;44.90699413653974;8.688926418771416
6878;MAZZOLENI FEDERICO;Agip Eni;Altro;Eni di Mazzoleni Federico 1410;VIA MARENGO 159 15121;ALESSANDRIA;AL;44.90949182294023;8.631437122821808
6879;MAZZOLENI FEDERICO;Agip Eni;Altro;Eni di mazzoleni Federico 1448;VIA GIORDANO BRUNO 71 15121;ALESSANDRIA;AL;44.9208700712194;8.592845499515533
7017;MAZZOLENI FEDERICO;Pompe Bianche;Altro;Eni di mazzoleni Federico 1448;VIA GIORDANO BRUNO 71 15121;ALESSANDRIA;AL;44.9208700712194;8.592845499515533
42510;ERRETRE S.R.L.;Pompe Bianche;Altro;ERRETRE SRL VIA CASALCERMELLI;VIA CASALCERMELLI 100 15121;ALESSANDRIA;AL;44.89145873426048;8.60159620642662
42511;ERRETRE S.R.L.;Pompe Bianche;Altro;ERRETRE VIA GIORDANO BRUNO;VIA GIORDANO BRUNO 65 15121;ALESSANDRIA;AL;44.91899281140338;8.597249017791
15622;NEW PETROL S.N.C. DI PACE LUIGI E SCIOMMARELLO SALVATORE;Esso;Altro;ESSO NEW PETROL SNC;VIA MARENGO  163 15121;ALESSANDRIA;AL;44.90916611966228;8.63291489603614
41694;EUROPAM S.P.A.;Europam;Altro;EUROPAM - CASCINA GROSSA;SS 10 KM.103\t  15040;ALESSANDRIA;AL;44.88478789339822;8.713609278202057
10587;QUINTO CABELLA DI MASSIMO E SERGIO CABELLA - S.N.C.;Agip Eni;Altro;impianto 51014;via marengo 115 15121;ALESSANDRIA;AL;44.91049176464411;8.628135323524475
10209;CARUGIA & ODDINO E C. S.N.C. DI CARUGIA MAURIZIO;Api-Ip;Altro;IP;viale milite ignoto 49 15121;ALESSANDRIA;AL;44.93263457006159;8.625420928001404
25683;MALFATTO MAURIZIO;Api-Ip;Altro;IP;Spalto Gamondio snc 15121;ALESSANDRIA;AL;44.91015310106215;8.625545285301087
7101;LE 2 VELE DI NAPPO MARIA;Q8;Altro;LE 2 VELE;VIA CASALE 29/A 15122;ALESSANDRIA;AL;44.926826114247305;8.58604609966278
35034;PASTORE BRUNA;Agip Eni;Altro;PASTORE BRUNA;VIA GENOVA 26 15047;ALESSANDRIA;AL;44.89613493072377;8.666315227746964
27276;B+B DI BONALDO GIANCARLO E C. S.A.S.;Agip Eni;Altro;PV 11482 ENI;VIA MARENGO 150 15121;ALESSANDRIA;AL;44.90907756035294;8.63601985515595
29129;R&C DI FRONTINO NUNZIO;Esso;Strada Statale;R&C DI FRONTINO NUNZIO;Statale 10 Padana Inferiore, Km. 97+090, dir. SPINETTA MARENGO 15122;ALESSANDRIA;AL;44.90359629631582;8.649230897426605
36526;NEW TRUCK S.R.L.;KEROPETROL;Strada Statale;SPINETTA;Statale 10 Padana Inferiore, Km. 100+526, dir. NOVI LIGURE 15122;ALESSANDRIA;AL;44.889647247273075;8.687465116381645
39241;STAZIONE ANDROMEDA DI VIVIAN LUCIANO & C. - S.N.C.;Agip Eni;Altro;stazione andromeda;c.so romita ang.via Galvani  15121;ALESSANDRIA;AL;44.901887213841604;8.619216307997704
22975;AN.GI DI ANTONIO LECCE S.A.S.;Api-Ip;Altro;Stazione di Servizio "IP" - An.Gi di Antonio Lecce;LUNGO TANARO SOLFERINO 7 15121;ALESSANDRIA;AL;44.91939743419402;8.61233416718187
27453;NEW ENERGY DI RRUSHI ERMIRA E C. S.N.C.;Agip Eni;Altro;STAZIONE DI SERVIZIO ENI NEW ENERGY SNC;VIA CASALE  28 15122;ALESSANDRIA;AL;44.9321969901607;8.58518036837404
10739;AL. BE. DI COSTA ALESSANDRO E C. S.N.C.;Agip Eni;Altro;STAZIONE ENI;SPALTO GAMONDIO 1/B 15121;ALESSANDRIA;AL;44.90748551782488;8.618476700794531
40820;STOIL S.R.L.;Pompe Bianche;Altro;STOIL SIMPLE;STR. PROV.LE 82 SPINETTA SALE -- 15122;ALESSANDRIA;AL;44.91795886428148;8.700276017189026
40629;CIPRIANO ROBERTO;Total Erg;Strada Statale;totalerg;Statale 30 di Val Bormida, Km. 3+320, dir. Acqui 15121;ALESSANDRIA;AL;44.88660105373309;8.614827543497086
38685;VALFUEL S.N.C. DI TIMPANARO CRISTIAN E RUSSO PAOLO GIUSEPPE;Total Erg;Altro;Valfuel snc;Strada Prov.le per Valle San Bartolomeo 2 15122;ALESSANDRIA;AL;44.93864445373909;8.624820113182068
41249;E2OIL S.R.L.;Europam;Altro;VIA TIVOLI;VIALE TIVOLI 3 15122;ALESSANDRIA;AL;44.90327164779775;8.60633073893814
14428;ELTA ALBERTO;Agip Eni;Altro;Stazione di servizio Eni;VIA DEL VAPORE 2 15061;ARQUATA SCRIVIA;AL;44.691433354864266;8.883282414155588
38708;CAVANNA ROBERTO;Total Erg;Altro;TotalErg;VIA GRAMSCI SNC 15061;ARQUATA SCRIVIA;AL;44.698675984856024;8.88466410469971
38637;VALENZA OMAR;Q8;Altro;Valenza Omar servizio Q8;via roma 54 15051;ARQUATA SCRIVIA;AL;44.685461936099436;8.890202489618673
3766;giemme sas di lanza luigi & c;Total Erg;Autostradale;VALLE SCRIVIA OVEST;Autostrada A7 SERRAVALLE-GENOVA, Km. 92+500, dir. Sud 15061;ARQUATA SCRIVIA;AL;44.67030052477258;8.906022623348235
41251;E2OIL S.R.L.;Europam;Altro;BASALUZZO;VIA OVADA 6 15060;BASALUZZO;AL;44.76953279621975;8.703951984643936
40641;FASCIOLO SIMONETTA MARIA;Pompe Bianche;Altro;SIMOIL;Via Novi 39 15060;BASALUZZO;AL;44.7691119616782;8.714392483234406
7298;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;BELFORTE MONFERRATO-C/O CC BENNET.;C/O CC BENNET BELFORTE 1 15070;BELFORTE MONFERRATO;AL;44.627936919488285;8.652409315109253
3535;vignolo e garbarino s.n.c.;Total Erg;Autostradale;STURA EST;Autostrada A26 (GE) VOLTRI-GRAVELLONA T., Km. 25+500, dir. Nord 15070;BELFORTE MONFERRATO;AL;44.59236962570605;8.666142225265503
38882;TIGER S.R.L.;Esso;Autostradale;STURA OVEST;Autostrada A26 (GE) VOLTRI-GRAVELLONA T., Km. 176, dir. GENOVA 15070;BELFORTE MONFERRATO;AL;44.591592228742755;8.664512783288956
25114;BECCARIA S.R.L. - SOCIETA' A RESPONSABILITA' LIMITATA;Q8;Altro;PV Bistagno; SS 30 Km 42+715 - BISTAGNO  15012;BISTAGNO;AL;44.65863148319791;8.375174850225449
34974;KEROPETROL S.P.A.;KEROPETROL;Altro;KEROPETROL BORGHETTO DI BORBERA;Via Circonvallazione 7 15060;BORGHETTO DI BORBERA;AL;44.72837171643388;8.934509307146072
38590;EASY SERVICE S.R.L.;Energas;Strada Statale;Easy Service Bosco Marengo;Statale 35 dei Giovi, Km. 16+315, dir. Alessandria 15062;BOSCO MARENGO;AL;44.83471785149353;8.737301230430603
37888;BENZOIL SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;Pompe Bianche;Altro;BENZOIL  Cabella Ligure ;PIAZZA DELLA VITTORIA S.N. 15060;CABELLA LIGURE;AL;44.67404691916843;9.094219410326332
8685;MORANDO CELESTINA;Tamoil;Altro;TAMOIL;VIA PERTUSO 1 15060;CANTALUPO LIGURE;AL;44.72667305902961;9.037081003189087
26208;BERTA GABRIEL;Agip Eni;Strada Statale;01422;Statale 31 del Monferrato, Km. 27+280, dir. alessandria 15033;CASALE MONFERRATO;AL;45.111008949350136;8.45149040222168
33254;3D S.R.L.;Tamoil;Altro;3D SRL CASALE MONFERRATO;SS 31 KM 27+598 SNC 15033;CASALE MONFERRATO;AL;45.1082291139502;8.451649993658066
5125;TROVATO GIUSEPPE;Agip Eni;Altro;AGIP 11421 DI TROVATO GIUSEPPE;STRADA VALENZA (AREA DI SERVIZIO)  15033;CASALE MONFERRATO;AL;45.12960225337484;8.475544452667236
5511;GESTIONI EUROPA S.p.A.;Total Erg;Altro;CASALE MONFERRATO;Tangenziale Est SNC 15033;CASALE MONFERRATO;AL;45.11831510731237;8.455730635581972
6404;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;CASALE MONFERRATO VIA ADAM 47;VIA ADAM 47 15033;CASALE MONFERRATO;AL;45.148288078738005;8.444239019643419
11452;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;CASALE MONFERRATO-CORSO VALENTINO 140;CORSO VALENTINO 140 15033;CASALE MONFERRATO;AL;45.12376908882875;8.45124363899231
7288;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;CASALE MONFERRATO-LOC S BERNARDINO.;LOCALITA' SAN BERNARDINO SN 15033;CASALE MONFERRATO;AL;45.1228555684981;8.464308679103851
37632;COSTANTIN DISTRIBUZIONE E SERVIZI SRL;Costantin;Altro;COSTANTIN CASALE MONFERRATO;via adam  52 15033;CASALE MONFERRATO;AL;45.147499349021196;8.444190992404174
39839;RICCOBONO ALESSIA;Agip Eni;Strada Statale;ENI 11455;Statale 31 del Monferrato, Km. 22+335, dir. VERCELLI 15033;CASALE MONFERRATO;AL;45.162602213522675;8.460340350866318
31127;CASADEI MASSIMO;Esso;Strada Statale;ESSO;Statale 457 di Moncalvo, Km. 1+780, dir. asti 15033;CASALE MONFERRATO;AL;45.10778563226714;8.437961888726932
39344;FARELLO MARCO;Esso;Altro;esso;VIA ADAM 11 15033;CASALE MONFERRATO;AL;45.14412584282083;8.446620857672087
33907;EUROPAM S.P.A.;Europam;Altro;EUROPAM - CASALE. M;VIA XXV APRILE 16/180 15033;CASALE MONFERRATO;AL;45.14114306094663;8.450644165277481
4973;RAVAZZOTTO SANDRA;Pompe Bianche;Altro;GET OIL;STRADA ASTI 19/A 15033;CASALE MONFERRATO;AL;45.11382499184595;8.443952053785324
10959;PALMERI PIETRO;Api-Ip;Altro;IP;CORSO MANACORDA 10 15033;CASALE MONFERRATO;AL;45.133419414560976;8.44805727598191
28556;LA TORTONESE DI GRAZIOLI CARLO E C. S.N.C.;Pompe Bianche;Altro;la tortonese ;VIA DELLO SPAZZACAMINO 20 15033;CASALE MONFERRATO;AL;45.15369375522906;8.448679388885466
31488;REPSOL ITALIA S.P.A.;Repsol;Altro;Repsol_Casale M._(AL001);STRADA PROVINCIALE 55 CASALE-VALENZA KM0,466  15033;CASALE MONFERRATO;AL;45.11975759048249;8.492206335067749
17871;ALIRES DI ALINERI OSCAR;Esso;Altro;STAZIONE DI SERVIZIO ESSO;S.S. 31 BIS KM 41+096 - FRAZ. POPOLO  15033;CASALE MONFERRATO;AL;45.15847353485325;8.426594138145447
37136;MENEGHETTI ALESSANDRO;Tamoil;Altro;STAZIONE DI SERVIZIO TAMOIL;VIALE OTTAVIO MARCHINO 129 15033;CASALE MONFERRATO;AL;45.124261516953965;8.445535898208618
10985;RABAGLIATI GIANNI;Total Erg;Altro;TOTALERG;VIA ADAM 25 15033;CASALE MONFERRATO;AL;45.14562027661047;8.445768039950508
12387;DEMARIA IVO;Total Erg;Altro;TOTALERG;via negri angolo via c. massaia  15033;CASALE MONFERRATO;AL;45.13119518050285;8.471979796886444
12662;BRUGGI SERGIO;Q8;Altro;bruggiq8;corso don orione  15052;CASALNOCETO;AL;44.91584772910386;8.982343822717667
39596;AH.IB DI AHMED IBRAHIM HASSAN;Pompe Bianche;Altro;Ludoil Re s.p.a. ;Via Circonvallazione  13 15063;CASSANO SPINOLA;AL;44.76482962046291;8.861463601258038
38739;F.LLI AIACHINI DI SIMONE E CARLO AIACHINI S.N.C.;KEROPETROL;Strada Statale;SELF 24;Statale 30 di Val Bormida, Km. 71, dir. acqui terme 15016;CASSINE;AL;44.77763888017939;8.537268117070198
