idImpianto;Gestore;Bandiera;Tipo Impianto;Nome Impianto;Indirizzo;Comune;Provincia;Latitudine;Longitudine
6897;TOSELLI PIERANGELO;Agip Eni;Strada Statale;toselli pierangelo p.v.53068 ;Statale 30 di Val Bormida, Km. 19, dir. savona 15016;CASSINE;AL;44.75224368424258;8.528593182563782
31339;NUOVA SIDAP  S.R.L.;Esso;Autostradale;BORMIDA EST;Autostrada A26 (GE) VOLTRI-GRAVELLONA T., Km. 52,9, dir. Est 15073;CASTELLAZZO BORMIDA;AL;44.81958678913551;8.594934940338135
3622;A.D.S. BORMIDA OVEST DI MAX STEFANO;Total Erg;Autostradale;BORMIDA OVEST;Autostrada A26 (GE) VOLTRI-GRAVELLONA T., Km. 52+900, dir. Sud 15073;CASTELLAZZO BORMIDA;AL;44.817164294623424;8.593924839286842
17274;F.LLI AIACHINI DI SIMONE E CARLO AIACHINI S.N.C.;KEROPETROL;Altro;KEROPETROL;VIALE MADONNINA DEI CENTAURI 130 15073;CASTELLAZZO BORMIDA;AL;44.84855109778659;8.574221581220627
13220;T.A.M. PETROL DI MOLINA GIUSEPPE E GIANLUCA S.A.S;Tamoil;Altro;TAMOIL;Strada Aulara 2424 15073;CASTELLAZZO BORMIDA;AL;44.85094129357722;8.613011920009285
40043;TACCHINO RITA;Esso;Altro;Distributore ESSO;LOC. MADONNINA 38 15060;CASTELLETTO D'ORBA;AL;44.689459911387225;8.696196006059267
34482;MAZZOLENI FEDERICO;Agip Eni;Altro;Eni 52906;via Roma 25 15040;CASTELLETTO MONFERRATO;AL;44.97819451085999;8.56962963938713
3595;3 T S.N.C. DI TARTAGLIONE SABATINO E C.;Tamoil;Autostradale;CASTELNUOVO SCRIVIA EST;Autostrada A7 MILANO-SERRAVALLE, Km. 60.7, dir. Nord 15017;CASTELNUOVO SCRIVIA;AL;44.934255190267784;8.853406559524501
3606;SILLA FABIO E C. - S.N.C.;Agip Eni;Autostradale;CASTELNUOVO SCRIVIA OVEST;Autostrada A7 MILANO-SERRAVALLE, Km. 60.7, dir. Sud 15053;CASTELNUOVO SCRIVIA;AL;44.933913612012745;8.852185606956482
9938;TROVAMALA EZIO;Agip Eni;Altro;eni;Via Luigi Einaudi 52 15053;CASTELNUOVO SCRIVIA;AL;44.97875278981931;8.88831737301632
41395;TC OIL DI TORIELLI DANIELE S.N.C.;Pompe Bianche;Altro;EUROPAM;Strada Provinciale Per Tortona 36   15053;CASTELNUOVO SCRIVIA;AL;44.96856602482034;8.878963440656662
42407;BIDONE BARBARA;Total Erg;Altro;total erg;VIALE EINAUDI 96 15053;CASTELNUOVO SCRIVIA;AL;44.97793900000002;8.893388296820035
31301;"KEROTRIS - SOCIETA' A RESPONSABILITA' LIMITATA";Kerotris;Altro;Kerotris Cremolino;Strada Statale, 204 della priarona km 1+700  15010;CREMOLINO;AL;44.63196586147515;8.615738153457642
33913;EUROPAM S.P.A.;Europam;Altro;EUROPAM FABBRICA CURONE;VIA ROMA 7 15054;FABBRICA CURONE;AL;44.786147787344596;9.14641723036766
38630;FULL ENERGY S.A.S. DI COSTA ROSALIA E C.;Agip Eni;Strada Statale;Full Energy ;Statale 10 Padana Inferiore, Km. 78+313, dir. Alessandria - Asti  15023;FELIZZANO;AL;44.90091448085069;8.432559370994568
32629;"IP SERVICES S.R.L.";Api-Ip;Altro;FRUGAROLO - PIO V 17;VIA SAN PIO V 17 15065;FRUGAROLO;AL;44.83845072831827;8.681498227043335
10321;FRACCHIA GIOVANNI;Agip Eni;Altro;ENI;Corso Aldo Porro 46 15043;FUBINE;AL;44.96505412912552;8.428419381380081
20380;GARIMANNO FRANCESCO;Tamoil;Altro;GARIMANNO FRANCESCO;VIA TORINO 22 15020;GABIANO;AL;45.159221520294615;8.17576004299167
11450;BENASSI ROBERTO;Agip Eni;Altro;Benassi Roberto;STRADA PROVINCIALE PER SERRAVALLE 10 R 15066;GAVI;AL;44.69046688038487;8.819594085216522
8875;BENZO MAURIZIO;Api-Ip;Altro;Impianto IP di Benzo Maurizio;VIA DANTE 5 15070;LERMA;AL;44.63587172973932;8.714568140228607
10825;RICCOBONO ALESSIA;Agip Eni;Altro;eni 1445;VIA GAMINELLA 17/B 15020;MOMBELLO MONFERRATO;AL;45.1191227064854;8.246226984130885
16764;MELIA GIUSEPPE;Tamoil;Strada Statale;Stazione di Servizio Tamoil 7837;Statale 590 della Val Cerrina, Km. 55+233, dir. Casale 15020;MOMBELLO MONFERRATO;AL;45.11634468026809;8.261091113090515
41572;TC OIL DI TORIELLI DANIELE S.N.C.;Europam;Altro;EUROPAM;CORSO ROMA SP 100 KM. 3+100  15059;MONLEALE;AL;44.88841263665889;8.978089839220047
30694;LAVAGNA BENITO;Q8;Strada Statale;Distributore Q8 di Lavagna Benito;Statale 30 di Val Bormida, Km. 51+584, dir. Acqui-savona 15010;MONTECHIARO D'ACQUI;AL;44.59835733486212;8.353025168180466
4956;SO.GE.DI DI RATTI FRANCESCO & C. S.A.S.;Ratti;Altro;PV05 - RATTI - MONTEGIOCO;STRADA PROV. PER GARBAGNA  15050;MONTEGIOCO;AL;44.83789050959627;8.952918737434402
20605;LUGANO DANIELE;Total Erg;Altro;LUGANO DANIELE;VIA TORTONA 10 15050;MONTEMARZINO;AL;44.85599098912033;9.005210767922563
42151;KEROTRIS S.P.A.;Kerotris;Altro;Kerotris - Morano;VIA CASALE 40 15025;MORANO SUL PO;AL;45.16319189227557;8.40355396270752
16334;GAMARINO S.A.S. DI GAMARINO SERGIO ACHILLE E C.;Tamoil;Altro;6014;via torino  15020;MURISENGO;AL;45.08799555801812;8.129347711801529
30770;T.D.M. S.R.L.;Tamoil;Altro;4332;via Mazzini  124 15067;NOVI LIGURE;AL;44.77576623433885;8.789794743061066
19450;TRAVERSO ANDREA;Pompe Bianche;Altro;AUTOFFICINA TRAVERSO ANDREA METANO;VIA CASSANO KM.0,500 SNC 15067;NOVI LIGURE;AL;44.76702526257472;8.813390135765076
3877;TOTALERG S.P.A.;Total Erg;Autostradale;BETTOLE DI NOVI LIGURE EST;Autostrada A7 MILANO-SERRAVALLE, Km. 80.3, dir. Nord 15067;NOVI LIGURE;AL;44.7609768990991;8.83840982209017
3879;TOTALERG S.P.A.;Total Erg;Autostradale;BETTOLE DI NOVI LIGURE OVEST;Autostrada A7 MILANO-SERRAVALLE, Km. 80.3, dir. Sud 15067;NOVI LIGURE;AL;44.76012199999999;8.8371120846557
40749;MAX SERVICE DI MAX STEFANO & C. S.N.C.;Agip Eni;Altro;ENI;Strada Provinciale  155 km0+150 15067;NOVI LIGURE;AL;44.76677532207809;8.767928034067154
41183;STAZIONE DI SERVIZIO AGIP N. 11415 DI CARANO ENRICO;Agip Eni;Altro;Eni 11415 ;VIA EDILIO RAGGIO S.N. 15067;NOVI LIGURE;AL;44.75611942434234;8.798246383666992
6942;G.E. CARBURANTI S.N.C. DI STERPI EZIO & C.;Api-Ip;Altro;G.E.Carburanti SNC di Sterpi Ezio e C.;VIA EDILIO RAGGIO 18 15067;NOVI LIGURE;AL;44.75813149653807;8.794127367246574
3801;AUTOBAR DI GINETTI G. & C. SRL;Total Erg;Autostradale;MARENGO NORD;Autostrada A26 (GE) VOLTRI-GRAVELLONA Raccordo con A7, Km. 9+700, dir. Ovest 15067;NOVI LIGURE;AL;44.8006432348141;8.748666387557932
3688;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Autostradale;MARENGO SUD;Autostrada A26 (GE) VOLTRI-GRAVELLONA Raccordo con A7, Km. 9+700, dir. Est 15067;NOVI LIGURE;AL;44.800784422120245;8.751063644886017
36525;NEW TRUCK S.R.L.;KEROPETROL;Strada Statale;NOVI;Statale 35 dei Giovi, Km. 3+801, dir. SERRAVALLE SCRIVIA 15067;NOVI LIGURE;AL;44.74756380603914;8.811774271163927
6406;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;NOVI LIGURE SS 35 BIS KM. 6+342 STAZ. Q8;SS 35 BIS KM. 6+342 STAZ. Q8 SNC 15067;NOVI LIGURE;AL;44.76899914598797;8.803740995770227
15868;F.P. - OIL S.N.C. DI VERDONA FABIO E PAOLO;Agip Eni;Altro;Novi Ligure Via Mazzini , 56;Via G. Mazzini 56 15067;NOVI LIGURE;AL;44.76882042248461;8.788593113422394
11458;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;NOVI LIGURE-C/O CENTRO COMMLE BENNET;C/O CENTRO COMMLE BENNET S/N 15067;NOVI LIGURE;AL;44.770325677047474;8.77283411045073
4954;SO.GE.DI DI RATTI FRANCESCO & C. S.A.S.;Ratti;Altro;PV04 - RATTI - NOVI LIGURE;VIA S.P. BOSCO MARENGO KM.20  15067;NOVI LIGURE;AL;44.773415575438655;8.76432172883608
35360;G&G SNC DI GRILLO MARCO & C.;Repsol;Altro;REPSOL;strada provinciale N.155 Km.2 SNC 15067;NOVI LIGURE;AL;44.76953108240272;8.745956048369408
36381;NUOVA R.O.P. DI ROSA ROMOLO & C. S.N.C.;Retitalia;Strada Statale;RETITALIA;Statale 35 dei Giovi, Km. 5.100, dir. NORD 15067;NOVI LIGURE;AL;44.75834479086821;8.807520121335983
13168;PELIZZA MASSIMO;Total Erg;Altro;stazione di servizio totalerg;VIA MAZZINI 58 15067;NOVI LIGURE;AL;44.76926639496404;8.788749352097511
17109;GE.MA. DI DAGA GIOVANNA;Agip Eni;Strada Statale;eni;Statale 31 del Monferrato, Km. 33+205, dir. alessandria 15040;OCCIMIANO;AL;45.06904222756787;8.493894785642624
38067;NUOVA SIDAP  S.R.L.;Tamoil;Autostradale;MONFERRATO EST;Autostrada A26 (GE) VOLTRI-GRAVELLONA T., Km. 83,5, dir. EST 15040;OCCIMIANO;AL;45.07534193410377;8.510706421220675
23131;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Autostradale;MONFERRATO OVEST;Autostrada A26 (GE) VOLTRI-GRAVELLONA T., Km. 83, dir. Sud 15040;OCCIMIANO;AL;45.07372869026294;8.509563236770646
20414;BRIXIA FINANZIARIA S.R.L.;Retitalia;Altro;Stazione Retitalia Brixia - Occimiano;Via Vittorio emmanuele II (S.P. 31 Km. 37+460) 69 15040;OCCIMIANO;AL;45.055733070842756;8.512168675661087
10563;PASQUA ALDO;Total Erg;Altro;distributore total erg ;STRADA NOVI 47 15076;OVADA;AL;44.651351531263764;8.654593974351883
35057;DIMAX DI MAX MARCO;Agip Eni;Altro;ENI DIMAX;VIA A. GRAMSCI 9/A 15076;OVADA;AL;44.638012280860046;8.649108186364174
39627;L'OASI  S.A.S. DI BARONE SALVATORE & C.;Agip Eni;Strada Statale;ENI OVADA;Statale 456 del Turchino, Km. 60+700, dir. genova 15076;OVADA;AL;44.63059895042184;8.64492260083307
18146;ALLOISIO FRATELLI DI ALLOISIO GIAN LORENZO E VANIA S.N.C.;Esso;Altro;ESSO;VIA MOLARE  60/D 15076;OVADA;AL;44.62263817866465;8.62450595563223
15017;ROSSO GIACINTO;Api-Ip;Altro;OVADA;S.P. per Novi  53 15076;OVADA;AL;44.65269749917658;8.655112981796265
11453;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;OVADA-VIA VOLTRI 27/E;VIA VOLTRI 27/E 15076;OVADA;AL;44.63157858375239;8.644725305557245
11246;AUTOEQUIPE DI PONGOLI GABRIELE;Q8;Altro;Q8 oviglio;REGIONE SAN GIOVANNI 1 15026;OVIGLIO;AL;44.860808819371464;8.493230938911438
20499;MENEGHETTI ALESSANDRO;Tamoil;Altro;Stazione di Servizio TAMOIL MENEGHETTI ALESSANDRO;VIA ROMA 111, 15039;OZZANO MONFERRATO;AL;45.107547243303;8.361368179321289
26988;COM.PET VALENZA S.R.L.;Pompe Bianche;Altro;COM.PET VALENZA SRL;Strada Prov. Casale - Valenza km15+458  15040;POMARO MONFERRATO;AL;45.05781802928634;8.610180616378784
13830;BECOJL SRL;Kerotris;Altro;Kerotris - Pontecurone;STRADA STATALE 10 EMILIA SUD PER VOGHERA 17/19 15055;PONTECURONE;AL;44.94360462136133;8.915041834115982
17787;SCAPOLAN PAOLO;Esso;Altro;SCAPOLAN PAOLO;PIAZZA VITTORIO 1 15055;PONTECURONE;AL;44.962960666775;8.93490694463253
38948;FUEL SERVICE S.N.C. DI MELONI FABRIZIO & C.;Agip Eni;Altro;fuel service;VIA BELVEDERE 33 15068;POZZOLO FORMIGARO;AL;44.79556449396139;8.777571246027946
36527;NEW TRUCK S.R.L.;KEROPETROL;Altro;POZZOLO;VIA NOVI 25 15068;POZZOLO FORMIGARO;AL;44.78765937982201;8.78802515566349
36678;NEW TRUCK S.R.L.;Pompe Bianche;Altro;Pozzolo2;Via Novi 5 15068;POZZOLO FORMIGARO;AL;44.78765833282297;8.788021802902222
7194;PONASSI S.N.C. DI PONASSI MASSIMIGLIANO & C.;Esso;Autostradale;CROCETTA SUD;Autostrada A21 TORINO-PIACENZA, Km. 48, dir. est;QUATTORDIO;AL;44.903752839393675;8.364530503749847
25988;FULL AND DRIVE S.A.S. DI NAVONE ANDREA VINCENZO, PERETTA FRANCO & C.;Esso;Altro;ESSO;Strada Provinciale 195, Km. 18+228, dir. ACQUI TERME  15010;RIVALTA BORMIDA;AL;44.704961906334034;8.546451330184937
41683;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;RIVALTA SCRIVIA SS 211 KM 10+166;SS 211 KM 10+166  15057;RIVALTA BORMIDA;AL;44.87352335039509;8.829754558895502
28336;PENSA STEFANO;Europam;Strada Statale;EUROPAM;Statale 211 della Lomellina, Km. 21,000, dir. Tortona ;SALE;AL;44.96851808971861;8.81326812648922
11127;LAMANNA MAURIZIO;Esso;Altro;STAZIONE DI SERVIZIO ESSO;VIA BELLISOMI 74 15045;SALE;AL;44.98298487922724;8.812637999999993
35696;IACOCARBURANTI DI IACOMINO LUIGI;Api-Ip;Strada Statale;ip;Statale 457 di Moncalvo, Km. 3+144,5, dir. Ozzano 15030;SAN GIORGIO MONFERRATO;AL;45.101768810146574;8.418609872460365
32320;NEW TRUCK S.R.L.;Pompe Bianche;Strada Statale;P&P srl S. Salvatore Monferrato;Statale 31 del Monferrato, Km. 41+148, dir. Casale Monferrato 15046;SAN SALVATORE MONFERRATO;AL;45.01416773076601;8.549793362617493
28443;ZAMBRUNO MONICA E ILARIA SNC;Tamoil;Altro;TAMOIL di Zambruno Monica e Ilaria snc;Strada Provinciale 100 per Tortona  3 15056;SAN SEBASTIANO CURONE;AL;44.789839273760606;9.054638743400574
42239;DL S.N.C. DI LO TORTO MICHELE E C.;Esso;Altro;3742 esso;via Novi  4 15069;SERRAVALLE SCRIVIA;AL;44.7305937686222;8.849273398518562
35322;EREDI CAMPIDONICO - S.P.A.;Total Erg;Strada Statale;distributore carburanti- Serravalle Scrivia ;Statale 35 dei Giovi, Km. 52+ 214, dir. serravalle scrivia  15069;SERRAVALLE SCRIVIA;AL;44.74233544215581;8.846148625016212
10406;BLU DI MANNO CONCETTA & C. S.A.S.;Agip Eni;Altro;ENI;via serravalle  15069;SERRAVALLE SCRIVIA;AL;44.73203183543974;8.837599754333496
7300;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;SERRAVALLE SCRIVIA - SS35 BIS.;SS35 BIS SN 15069;SERRAVALLE SCRIVIA;AL;44.73516279878055;8.83349597454071
8341;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;SERRAVALLE SCRIVIA VIA MARTIRI DELLA BENEDICTA;VIA MARTIRI DELLA BENEDICTA  15069;SERRAVALLE SCRIVIA;AL;44.727302135823535;8.854205300663807
32172;DIS-CAR DI SARRA PAOLO & C. S.N.C.;Api-Ip;Altro;SEZZADIO;VIA PIO V 2 15079;SEZZADIO;AL;44.785542896759246;8.571126636735926
7358;SETNICKA MARCO;Q8;Altro;SETNICKA MARCO;VIA GRAMSCI 15 15060;SILVANO D'ORBA;AL;44.67660882375854;8.669478808737153
28723;GARBARINO WALTER;Retitalia;Strada Statale; ALT BAR di Garbarino Walter;Statale 30 di Val Bormida, Km. 59+175, dir. SAVONA 15018;SPIGNO MONFERRATO;AL;44.541564656064445;8.334509879350662
42512;ERRETRE S.R.L.;Pompe Bianche;Altro;ERRETRE STREVI;EX SS 30  15019;STREVI;AL;44.713534505811495;8.532291948795319
25111;BECCARIA S.R.L. - SOCIETA' A RESPONSABILITA' LIMITATA;Q8;Altro;PV Terzo;S.P. KM0+950  15010;TERZO;AL;44.67548497218664;8.420496060161554
11151;RIZZATO MARCO;Tamoil;Altro;distributore tamoil;VIA MATTEOTTI 106 15040;TICINETO;AL;45.09597540206321;8.547391444444656
6819;VERGAGNI ROBERTO;Agip Eni;Altro;AGIP;PIAZZA MILANO 42 15057;TORTONA;AL;44.89986106169106;8.86414540082194
35124;PAMPURI EMILIANO;Agip Eni;Strada Statale;Eni 11409;Statale 211 della Lomellina, Km. 13+350, dir. Tortona 15057;TORTONA;AL;44.9008016275079;8.839197009801865
31896;GESTIONI INNOVATIVE ITALIA S.R.L.;Agip Eni;Altro;PV 1498;STRADA STATALE 10 KM 116+987   15057;TORTONA;AL;44.90851541929579;8.879725858569145
4955;SO.GE.DI DI RATTI FRANCESCO & C. S.A.S.;Ratti;Altro;PV01 - RATTI - TORTONA;STRADA PROVINCIALE PER VILLAROMAGNANO 27 15057;TORTONA;AL;44.85793412195657;8.877018408563572
29685;SO.GE.DI DI RATTI FRANCESCO & C. S.A.S.;Ratti;Altro;PV02 - RATTI - TORTONA;S.S. PER VOGHERA 75 15057;TORTONA;AL;44.90790059861815;8.866466034393284
4953;SO.GE.DI DI RATTI FRANCESCO & C. S.A.S.;Ratti;Altro;PV03 - RATTI - TORTONA;VIA PIEMONTE 11 15057;TORTONA;AL;44.906624802429405;8.869979186508203
11406;GEMME ROBERTO;Q8;Altro;q8 gemme;S.P. per Pozzolo Formigaro km 10,166  15057;TORTONA;AL;44.87351921079925;8.82974088191986
10308;GRAVANTE FERDINANDO;Pompe Bianche;Altro;Ratti di Gravante Ferdinando;CORSO SILVIO PILOTTI 2 15057;TORTONA;AL;44.905397655307105;8.886753916740417
34697;ROME S.N.C. DI ALI A., IQBAL N. E ROME I.;Pompe Bianche;Altro;ROME METANO;Strada Provinciale 130, Km. 0.150, dir. romagnano  15057;TORTONA;AL;44.870018228819866;8.859038650989532
25836;SARTOR FIORENZO;Esso;Altro;Sartor Fiorenzo;EX S.S. 35 KM. 68+500 S.N.C. 15057;TORTONA;AL;44.88212990723867;8.858408331871033
4968;FRACCHETTA SANDRINO;Retitalia;Altro;STAZIONE DI SERVIZIO  RETITALIA;LOCALITA' RONDO'  15057;TORTONA;AL;44.893791749730894;8.840574324131012
38791;STAZIONE DI SERVIZIO AGIP DI DI CARMINE LUIGI;Agip Eni;Altro;STAZIONE DI SERVIZIO AGIP;LARGO EUROPA 70 15057;TORTONA;AL;44.90128830396944;8.868795612303188
7428;PERSETTI ARMANO GIOVANNA;Tamoil;Strada Statale;TAMOIL;Statale 35 dei Giovi, Km. 67 + 463, dir. genova;TORTONA;AL;44.87341352692213;8.857045769691467
15040;VACCHELLI GIACOMO GAETANO;Api-Ip;Altro;TORTONA;STRADA STATALE PER ALESSANDRIA KM.113+614  15057;TORTONA;AL;44.894972852599714;8.84736567735672
10077;GESTIONI EUROPA - SOCIETA' PER AZIONI;Total Erg;Altro;Tortona;S.S.35 km.68+350  15057;TORTONA;AL;44.88125189681481;8.858195388509444
7108;"S.S.C. SOCIETA' SVILUPPO COMMERCIALE S.R.L." IN SIGLA "S.S.C. S. R.L.;Carrefour;Altro;TORTONA;VIA POSTUMIA SNC 15057;TORTONA;AL;44.882598145758294;8.855548671842712
28675;"IP SERVICES S.R.L.";Api-Ip;Altro;TORTONA - ARZANI;VIA ARZANI 3 15057;TORTONA;AL;44.90083720384995;8.872435601555253
23835;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;TORTONA CORSO DON ORIONE;CORSO DON ORIONE  ;TORTONA;AL;44.88950890894893;8.859420260118895
3798;COGI DI CORBETTA GIGI E C. S.A.S.;Q8;Autostradale;TORTONA NORD;Autostrada A21 TORINO-PIACENZA, Km. 91.328, dir. Ovest;TORTONA;AL;44.93516582629164;8.883669263274442
4638;NUOVA SIDAP  S.R.L.;Esso;Strada Statale;Tortona Oil;Statale 10 Padana Inferiore, Km. 113+700, dir. Alessandria 15057;TORTONA;AL;44.894981103976484;8.848331958969084
3529;VIPA OIL S.N.C. DEI F.LLI VERDONA PAOLO E FABIO & C.;Agip Eni;Autostradale;TORTONA SUD;Autostrada A21 TORINO-PIACENZA, Km. 91.328, dir. Est;TORTONA;AL;44.93520705640997;8.885573744773865
42410;BIDONE BARBARA;Total Erg;Strada Statale;total erg;10 Padana Inferiore, Km. 114+115, tortona 15057;TORTONA;AL;44.89554439428435;8.853962570428848
30461;EL.PA. S.N.C. DI TIRIBELLO PAOLO E PRINA ELENA;Total Erg;Strada Statale;totalerg;Statale 10 Padana Inferiore, Km. 114+115, dir. tortona 15057;TORTONA;AL;44.895540404140895;8.853861317038536
16328;ACI-SERVIZI ALESSANDRIA S.R.L.;Api-Ip;Altro;ACI SERVIZI ALESSANDRIA;Viale Santuario 35 15048;VALENZA;AL;45.007996982375445;8.63699197769165
38931;GRIGOLETTO FABRIZIO  DISTRIBUTORE ENI;Agip Eni;Altro;ENI;S.S.494 KM 78 78 15048;VALENZA;AL;45.00453472348812;8.634726852178574
40913;RI.AL. S.A.S. DI LO TORTO MICHELE E C.;Esso;Strada Statale;ESSO;Statale 494 Vigevanese, Km. 79+370, dir. Alessandria 15048;VALENZA;AL;44.99671757738247;8.639141262565545
17209;CABONA EZIO ALESSANDRO;Api-Ip;Altro;IP;VIALE REPUBBLICA 124 15048;VALENZA;AL;45.02207081860988;8.630206881739014
27635;GESTIONI INNOVATIVE ITALIA S.R.L.;Agip Eni;Altro;PV 53738;S.P. Valenza-Pontecurone  15048;VALENZA;AL;45.00447953654912;8.66182655096054
30940;CAPELLINO SARA;Tamoil;Altro;TAMOIL;VIALE B.CELLINI  13 15048;VALENZA;AL;45.01090058983014;8.646784722805023
6408;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;VALENZA PO VIA CIRCONV.NE OVEST;VIA CIRCONV.NE OVEST SNC 15048;VALENZA;AL;45.00364801777708;8.638562820237667
33888;EMMEPI DI PREGNOLATO MICHELA;Tamoil;Altro;EMMEPI;VIA CANTAMESSA 15 15049;VIGNALE MONFERRATO;AL;45.009383160870186;8.39396403256228
29320;NEW TRUCK S.R.L.;Pompe Bianche;Altro;P&P SRL Vignole Borbera;VIA LIBERTA' 2 15060;VIGNOLE BORBERA;AL;44.70632019324717;8.8926107341955
27342;DEMICHELIS LUISA;Pompe Bianche;Strada Statale;Demichelis Luisa;Statale 31 del Monferrato, Km. 17+500, dir. Vercelli 15030;VILLANOVA MONFERRATO;AL;45.1798807869523;8.472290933132172
7297;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;VILLANOVA MONFERRATO.;C/O BENNET MONFERRATO SHOPPING C SN 15030;VILLANOVA MONFERRATO;AL;45.166926910748316;8.465003093254154
36908;GABBIANELLI STEFANO;Agip Eni;Altro;stazione di servizio ENI di Gabbianelli Stefano;strada povinciale del vallone km 9+085 a2 60020;AGUGLIANO;AN;43.55162136626106;13.392385616898537
38962;UNIONE PETROLI S.R.L.;Pompe Bianche;Altro;ANCOIL;VIA ASSE NORD/SUD 4 60131;ANCONA;AN;43.57209089682786;13.516402244567871
38963;UNIONE PETROLI S.R.L.;Pompe Bianche;Altro;ANCOIL;VIA ASSE NORD/SUD 3 60131;ANCONA;AN;43.57165974075981;13.515661764942934
39032;UNIONE PETROLI S.R.L.;Pompe Bianche;Altro;ANCOIL;via delle grotte 38 60126;ANCONA;AN;43.60205233222566;13.47883053123951
16008;METANO 96 SRL;Agip Eni;Altro;ANCONA;VIA DEL LAVORO;ANCONA;AN;43.61378154161841;13.498352534897322
40994;"IP SERVICES S.R.L.";Api-Ip;Altro;ANCONA - ANGELI DI VARANO;S.P. CAMERANENSE KM. 3,300  60131;ANCONA;AN;43.55889904352929;13.525267615914345
6605;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;ANCONA ASSE NORD/SUD - LOC.COLLEVERDE;ASSE NORD/SUD - LOC.COLLEVERDE SNC 60100;ANCONA;AN;43.59345925982531;13.520997881089784
19939;INTERPETROL - S.R.L.;Interpetrol;Altro;Asse Nord-Sud; ASSE NORD SUD   LOC.COLLEVERDE   60100;ANCONA;AN;43.59339831242091;13.519966900348663
40051;IMPIANTI DISTRIBUZIONE PETROLI - S.R.L.;Q8;Altro;BaraccolaQ8;via 1° maggio 50 60131;ANCONA;AN;43.5611884920966;13.510467857122421
31994;MAR.FI. S.R.L.;Esso;Altro;BELLIGONI;MOLO MANDRACCHIO SNC 60125;ANCONA;AN;43.61303802837313;13.502974435687065
40675;IMPIANTI DISTRIBUZIONE PETROLI - S.R.L.;Pompe Bianche;Strada Statale;carburanti discount;Statale 16 bis Adriatica, Km. 304+903, dir. Ancona 60123;ANCONA;AN;43.55160105605795;13.517680224536889
40676;IMPIANTI DISTRIBUZIONE PETROLI - S.R.L.;Pompe Bianche;Altro;carburanti discount dico;VIA DELLA MONTAGNOLA 75 60127;ANCONA;AN;43.596484237136124;13.513328433036804
7578;PETROLIFERA ADRIATICA S.P.A.;Retitalia;Altro;DISTRIB Retitalia AN Via G.Bruno;VIA GIORDANO BRUNO SNC 60127;ANCONA;AN;43.60426212163649;13.505712302516145
7814;PETROLIFERA ADRIATICA S.P.A.;Retitalia;Altro;DISTRIB. Retitalia Montagnola;VIA DELLA MONTAGNOLA SNC 60127;ANCONA;AN;43.59882645054104;13.508795499801636
5729;BARTOLUCCI SAURO;Api-Ip;Altro;DISTRIBUTORE CARBURANTI IP LOC.PONTELUNGO SS16 VARIANTE KM 301,053;VIA PONTELUNGO VARIANTE KM 301,053  60127;ANCONA;AN;43.580498887058454;13.496508300304413
29527;MALVASI E CASTELLUCCI DI MALVASI ANTONIO & C. S.A.S.;Agip Eni;Altro;ENI 5700;via flaminia 41 60126;ANCONA;AN;43.606018154304294;13.49353976547718
35814;ESSO DANY DI FERRATO DANIELE;Esso;Altro;Esso Dany;VIA ALBERTINI 35 60131;ANCONA;AN;43.55578250425481;13.510497014294401
40499;PENTA PETROLI SRL;Pompe Bianche;Altro;EWA ANCONA;VIA SCATAGLINI 7 60131;ANCONA;AN;43.550612257804836;13.512749075889587
11358;FATTORI DANIELE;Pompe Bianche;Altro;FATTORI DANIELE;VIA ISONZO 140 60124;ANCONA;AN;43.614247037393355;13.524497510381252
13934;IL CONERO DI MACCIONI MAURO & C. S.A.S.;Agip Eni;Altro;IL CONERO DI MACCIONI MAURO & C. SAS;STRADA PROVINCIALE CAMERANENSE KM. 13 PASSO VARANO  60122;ANCONA;AN;43.57113732129531;13.524411991238594
8483;GIANGIACOMI DANILO;Api-Ip;Altro;IP;via della montagnola 20 60128;ANCONA;AN;43.59969120892457;13.508535325527191
19748;M.G.M. DI FALCETTA E C. S.N.C.;Pompe Bianche;Altro;M.G.M. DI FALCETTA E C. S.N.C.;VIA DEL CARMINE 41 60131;ANCONA;AN;43.594396020077;13.46142366528511
14877;CARBUPAN - S.R.L.;Agip Eni;Strada Statale;palombina;Statale 16 Adriatica, Km. 286, dir. sud;ANCONA;AN;43.61444534979911;13.43777060508728
36954;FREDDARA LEARCO;Pompe Bianche;Altro;Petrol Carburanti ;VIA CASINE DI PATERNO 118 60131;ANCONA;AN;43.5729600716946;13.424956188033775
7151;PETROLSANZIO SRL;Agip Eni;Altro;Petrolsanzio srl ;STRADA VECCHIA DEL PINOCCHIO 18/b 60131;ANCONA;AN;43.582853768814815;13.499753773212433
